specimen	study_id	actual_date	specimen_id
m71n723-s517	2287	8/6/2018	40694
m71n728-s517	2287	8/9/2018	51902
m71n728-s518	2287	8/21/2018	51904
m71n721-s522	2288	6/28/2018	51850
m71n720-s513	2288	6/29/2018	40682
m71n724-s517	2290	7/23/2018	51878
m71n724-s518	2290	7/30/2018	51879
m71n723-s518	2290	8/7/2018	40695
m71n724-s522	2290	8/30/2018	40702
m71n728-s522	2290	9/3/2018	51907
m71n728-s521	2290	9/17/2018	51906
m71n728-s520	2290	9/24/2018	51905
m71n728-s513	2290	9/25/2018	40704
m71n729-s518	2290	10/1/2018	51918
m71n729-s521	2290	10/9/2018	51920
m71n729-s520	2290	10/15/2018	51919
m71n728-s515	2290	10/16/2018	40705
m71n724-s513	2291	8/28/2018	40701
m71n727-s521	2291	9/3/2018	51910
m71n727-s520	2291	9/10/2018	51909
m71n727-s522	2291	9/17/2018	51911
m71n727-s518	2291	9/19/2018	40703
m71n729-s517	2291	9/24/2018	51917
m71n729-s516	2291	10/1/2018	51916
m71n729-s515	2291	10/8/2018	51915
m71n729-s513	2291	10/18/2018	40706
